RESPNUM,CCGID,RUNID,INTDATE,DAY,GATE,BAREA,STRATA,PEAK,METHOD,SAQ,AIRLINE,DESTINATION,FLIGHT,AIRLINE_CODE,DEST_CODE,DESTGEO,DESTMARK,ARRTIME,DEPTIME,Q2PURP1,Q2PURP2,Q2PURP3,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q5FIRSTTIME,Q6LONGUSE,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAYS,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL,Q8COM1,Q8COM2,Q8COM3,Q8COM4,Q8COM5,Q9BOARDING,Q9AIRTRAIN,Q9RENTAL,Q9FOOD,Q9RESTROOM,Q9ALL,Q9COM1,Q9COM2,Q9COM3,Q10SAFE,Q10COM1,Q10COM2,Q10COM3,Q11TSAPRE,Q12PRECHEKCRATE,Q12COM1,Q12COM2,Q12COM3,Q13COUNTY,Q13GETRATE,Q14FIND,Q14PASSTHRU,Q15PROBLEM,Q15COM1,Q15COM2,Q15COM3,NETPRO,Q16LIVE,Q17ZIP,Q17COUNTRY,HOME,Q19AGE,Q20GENDER,Q21INCOME,Q22FLY,Q23SJC,Q23OAK,LANG,WEIGHT,Hi,HOWLONG,Q17CITY,Q17STATE
1799,2479,394,25,THUR,4,A,3,2,1,1,SUN COUNTRY,MINNEAPOLIS-ST. PAUL,396,26,39,3,4,6:30:00,12/31/1899 06:00:00 PM,3,,,2,,,,1,2,2,1,2,1,4,6,6,6,4,4,4,6,6,5,5,5,6,6,6,5,60,204,501,,,4,6,6,6,4,4,0,,,5,16,,,1,5,1,,,7,3,5,5,2,,,,10,3,,UK,15,7,2,0,2,2,2,1,0.723115625,,690,CROYDON,
1800,2524,404,24,WED,92,G,1,3,1,1,AIR CANADA,VANCOUVER,561,3,68,4,2,4:00:00,12/31/1899 06:30:00 AM,2,,,3,,,,2,2,1,1,1,2,1,5,5,5,5,5,4,5,5,5,6,6,6,6,6,5,31,,,,,5,6,6,6,5,5,0,,,5,16,,,2,,,,,11,5,4,6,2,,,,10,3,,CANADA,13,2,1,3,2,2,2,1,0.2847177143,,150,SURREY,BC
1801,2480,396,25,THUR,3,A,3,3,1,1,VIRGIN ATLANTIC,LONDON-HEATHROW,42,39,32,6,4,6:30 PM,12/31/1899 08:40:00 PM,3,,,2,,,,1,1,1,2,2,1,4,5,2,6,5,5,5,6,6,6,4,3,5,6,6,5,105,,,,,5,4,6,4,4,4,0,,,5,2,,,1,6,0,,,5,5,5,5,2,,,,0,1,94110,US,1,6,2,3,2,2,2,1,0.723115625,,130,SAN FRANCISCO,CA
1802,2481,396,25,THUR,3,A,3,3,1,2,VIRGIN ATLANTIC,LONDON-HEATHROW,42,39,32,6,4,17:00:00,12/31/1899 08:40:00 PM,2,,,0,,,,1,2,2,1,3,1,2,5,4,4,2,4,4,3,3,5,3,4,6,6,6,4,102,,,,,4,6,6,3,4,4,0,,,4,0,,,3,,,,,1,4,3,5,1,1,,,8,3,,INDIA,16,3,1,0,2,4,1,1,0.723115625,,220,,
1803,2525,404,24,WED,92,G,1,3,1,1,AIR CANADA,VANCOUVER,561,3,68,4,2,4:30 AM,12/31/1899 06:30:00 AM,2,,,5,,,,1,2,2,1,2,1,2,3,3,4,4,5,5,6,4,5,4,6,5,6,6,4,501,,,,,5,6,6,6,5,5,0,,,5,1,,,2,,,,,2,3,5,5,1,44,,,10,1,94597,US,5,3,2,1,3,2,1,1,0.2847177143,,120,WALNUT CREEK,CA
1804,2482,396,25,THUR,3,A,3,3,1,2,VIRGIN ATLANTIC,LONDON-HEATHROW,42,39,32,6,4,19:05:00,12/31/1899 08:40:00 PM,2,3,,2,,,,1,2,2,2,3,1,2,4,4,4,4,4,4,6,6,4,4,5,6,6,6,4,201,5,,,,3,6,6,4,4,4,0,,,4,4,,,2,,,,,6,3,4,3,2,,,,8,1,,US,4,2,1,2,2,1,2,1,0.723115625,,95,MOUNTAIN VIEW,CA
1805,2526,404,24,WED,92,G,1,3,1,1,AIR CANADA,VANCOUVER,561,3,68,4,2,5:00:00,12/31/1899 06:30:00 AM,2,,,5,,,,2,2,2,1,1,2,1,4,2,3,3,4,3,3,4,5,6,6,6,6,3,3,102,63,,,,4,6,6,6,4,4,0,,,5,4,,,2,,,,,5,4,3,4,3,,,,6,3,,CANADA,13,2,2,1,2,2,2,1,0.2847177143,,90,CALGARY,AB
1806,2483,396,25,THUR,3,A,3,3,1,2,VIRGIN ATLANTIC,LONDON-HEATHROW,42,39,32,6,4,5:30 PM,12/31/1899 08:40:00 PM,3,,,6,,,,1,2,2,1,1,1,4,5,6,6,3,3,6,6,6,5,6,6,6,6,6,5,14,,,,,5,6,6,6,5,5,0,,,5,7,,,2,,,,,1,4,5,5,2,,,,10,1,94702,US,3,2,2,2,2,2,1,1,0.723115625,,190,BERKELEY,CA
1807,2484,396,25,THUR,3,A,3,3,1,2,VIRGIN ATLANTIC,LONDON-HEATHROW,42,39,32,6,4,6:30 PM,12/31/1899 08:40:00 PM,3,,,9,,,,1,1,2,2,2,1,4,5,3,3,4,4,6,6,6,6,4,6,5,6,4,4,102,,,,,4,4,4,4,3,4,0,,,3,10,,,1,5,1,,,31,2,5,5,2,,,,10,3,,UK,15,6,2,0,2,2,4,1,0.723115625,,130,GLOUCHESTERSHIRE,
1808,2527,404,24,WED,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,4:35 AM,12/31/1899 06:30:00 AM,2,,,2,,,,1,2,2,1,2,1,1,6,6,6,5,5,5,5,6,5,5,6,6,6,6,5,1,,,,,6,6,6,6,5,5,0,,,5,4,,,2,,,,,14,5,5,5,2,,,,10,2,95624,US,10,2,1,1,2,2,2,1,0.2847177143,,115,SACRAMENTO,CA
1809,2528,404,24,WED,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,4:20 AM,12/31/1899 06:30:00 AM,2,,,2,,,,1,2,2,1,1,1,4,5,6,6,3,4,4,6,6,1,5,6,6,6,6,4,206,,,,,4,6,6,6,0,4,1,,,4,7,,,1,5,0,,,6,5,4,4,1,21,32,,10,2,95630,US,10,6,1,1,2,2,2,1,0.2847177143,,130,FOLSOM,CA
1810,2485,396,25,THUR,3,A,3,3,1,2,VIRGIN ATLANTIC,LONDON-HEATHROW,42,39,32,6,4,15:40:00,12/31/1899 08:40:00 PM,1,,,9,,,,1,2,1,1,1,1,4,3,2,3,4,4,4,4,4,3,3,6,4,6,4,3,105,151,,,,4,4,4,4,4,4,0,,,5,0,,,2,,,,,7,0,4,3,2,,,,8,3,,UK,15,4,1,3,2,1,1,1,0.723115625,,300,WOLVERHAMPTON,
1811,2529,404,24,WED,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,4:30 AM,12/31/1899 06:30:00 AM,2,,,2,,,,1,2,2,1,1,1,4,5,4,4,4,3,4,4,4,4,4,3,3,6,6,4,0,,,,,5,4,6,4,4,5,0,,,3,0,,,2,,,,,1,4,4,4,2,,,,8,1,94587,US,3,6,2,4,1,4,1,1,0.2847177143,,120,UNION CITY,CA
1812,2486,396,25,THUR,3,A,3,3,1,2,VIRGIN ATLANTIC,LONDON-HEATHROW,42,39,32,6,4,17:00:00,12/31/1899 08:40:00 PM,2,,,6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blank,151,101,,,,0,0,0,0,0,0,0,,,0,0,,,1,5,1,,,1,0,3,3,2,,,,10,3,,ZAMBIA,18,5,2,2,2,2,2,1,0.723115625,,220,,
1813,2530,404,24,WED,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,4:10 AM,12/31/1899 06:30:00 AM,2,,,2,,,,1,1,2,1,3,1,1,3,3,3,4,4,5,6,6,5,3,3,6,6,6,3,0,,,,,4,6,6,4,4,4,0,,,5,0,,,3,,,,,7,5,4,4,2,,,,6,1,95051,US,4,2,2,2,1,1,4,1,0.2847177143,,140,SANTA CLARA,CA
1814,2487,396,25,THUR,3,A,3,3,1,2,VIRGIN ATLANTIC,LONDON-HEATHROW,42,39,32,6,4,4:30 PM,12/31/1899 08:40:00 PM,1,,,4,,,,0,1,1,1,3,1,3,6,1,1,4,5,4,5,5,5,6,6,6,6,6,2,102,151,,,,0,0,0,0,0,0,0,,,4,0,,,1,0,0,,,0,0,0,0,0,,,,11,0,,,99,8,4,0,4,4,4,1,0.723115625,,250,,
1815,2531,404,24,WED,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,4:50 AM,12/31/1899 06:30:00 AM,2,,,5,,,,2,2,2,2,3,1,3,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,20,,,,,4,4,6,4,3,4,0,,,4,0,,,2,,,,,5,5,5,4,2,,,,7,1,94109,US,1,3,1,3,2,2,1,1,0.2847177143,,100,SAN FRANCISCO,CA
1816,2532,404,24,WED,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,4:00:00,12/31/1899 06:30:00 AM,2,,,2,,,,1,2,2,1,2,1,4,4,4,3,4,4,4,3,3,4,6,6,6,6,6,4,0,,,,,3,6,6,6,4,4,0,,,4,11,,,2,,,,,9,3,5,5,1,22,,,6,3,,,99,2,2,1,3,2,2,1,0.2847177143,,150,,
1817,2488,396,25,THUR,3,A,3,3,1,2,VIRGIN ATLANTIC,LONDON-HEATHROW,42,39,32,6,4,6:20 PM,12/31/1899 08:40:00 PM,1,,,6,,,,1,2,2,1,6,1,4,5,5,4,4,4,4,5,5,5,4,3,5,3,6,5,1,,,,,4,4,6,4,3,4,0,,,5,0,,,1,5,1,,,3,3,4,5,2,,,,10,1,94952,US,6,5,2,0,1,1,1,1,0.723115625,,140,ROSS,CA
1818,2489,396,25,THUR,3,A,3,3,1,2,VIRGIN ATLANTIC,LONDON-HEATHROW,42,39,32,6,4,6:30 PM,12/31/1899 08:40:00 PM,3,,,1,,,3,1,1,2,2,3,1,4,4,4,4,4,5,4,4,4,5,4,4,4,3,4,4,75,,,,,4,4,4,4,4,5,0,,,5,16,1,2,2,,,,,14,2,5,5,1,71,,,10,2,95816,US,10,3,2,2,2,2,2,1,0.723115625,,130,SACRAMENTO,CA
1819,2533,404,24,WED,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,4:00:00,12/31/1899 06:30:00 AM,2,,,5,,,,2,2,2,3,3,1,4,4,4,3,4,3,3,6,6,6,4,4,4,6,6,4,0,,,,,4,4,6,6,4,4,0,,,4,0,,,1,4,0,,,2,1,4,4,1,44,,,8,1,94553,US,5,7,1,3,1,1,1,1,0.2847177143,,150,MARTINEZ,CA
1820,2534,404,24,WED,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,4:15 AM,12/31/1899 06:30:00 AM,2,,,5,,,,2,2,2,2,2,1,3,5,3,4,5,5,5,5,5,5,3,6,5,6,6,5,14,,,,,5,5,6,5,5,5,0,,,5,0,,,2,,,,,5,5,5,5,2,,,,9,1,94105,US,1,3,1,4,2,2,2,1,0.2847177143,,135,SAN FRANCISCO,CA
1821,2490,396,25,THUR,3,A,3,3,1,2,VIRGIN ATLANTIC,LONDON-HEATHROW,42,39,32,6,4,17:50:00,12/31/1899 08:40:00 PM,3,,,2,,,,1,0,1,1,1,1,4,4,6,6,3,4,4,4,4,5,4,4,4,6,6,4,1,,,,,5,6,6,6,4,4,0,,,5,4,,,1,5,2,,,14,2,4,5,2,,,,7,2,95834,US,10,6,2,2,2,2,2,1,0.723115625,,170,SACRAMENTO,CA
2616,3548,369,23,TUE,81,F,2,2,1,2,UNITED,HONOLULU,1509,28,26,1,2,12:00:00,12/31/1899 04:30:00 PM,2,,,3,,,,0,0,3,0,2,1,4,5,5,5,5,5,5,5,5,5,0,0,0,0,0,Blank,0,,,,,4,0,0,3,3,4,0,,,5,0,,,0,,,,,11,0,0,0,0,,,,11,3,,US,11,5,2,0,1,4,4,4,1.6329600946,,270,CHICAGO,IL
1822,2535,404,24,WED,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,4:30 AM,12/31/1899 06:30:00 AM,2,,,2,,,,2,2,2,1,4,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,5,4,4,5,5,5,0,,,5,0,,,2,,,,,7,5,5,5,2,,,,9,1,94041,US,4,3,1,3,2,1,1,1,0.2847177143,,120,MOUNTAIN VIEW,CA
1824,2491,396,25,THUR,3,A,3,3,1,2,VIRGIN ATLANTIC,LONDON-HEATHROW,42,39,32,6,4,3:10 PM,12/31/1899 08:40:00 PM,5,,,2,,,,1,1,1,1,1,2,1,5,3,2,4,4,3,6,6,4,6,6,6,6,6,4,151,19,,,,4,6,6,3,2,3,0,,,4,0,,,2,,,,,5,3,4,4,2,,,,7,3,,UK,15,2,2,1,2,2,2,1,0.723115625,,330,OXFORD,
1825,2536,404,24,WED,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,23:00:00,12/31/1899 06:30:00 AM,2,,,2,,,,1,2,2,1,2,1,1,4,2,3,3,4,5,5,5,5,4,4,6,6,6,4,1,,,,,4,6,6,6,3,4,0,,,5,16,,,2,,,,,5,5,5,4,2,,,,9,3,10011,US,12,2,1,1,1,2,2,1,0.2847177143,,450,NEW YORK,NY
1826,2492,396,25,THUR,3,A,3,3,1,2,VIRGIN ATLANTIC,LONDON-HEATHROW,42,39,32,6,4,19:08:00,12/31/1899 08:40:00 PM,3,,,2,,,,1,2,2,2,3,1,4,5,4,4,4,4,5,5,5,6,4,5,6,6,6,4,14,7,,,,3,6,6,4,4,4,0,,,5,5,,,2,,,,,6,5,4,5,2,,,,9,1,94404,US,2,2,2,2,1,2,2,1,0.723115625,,92,FOSTER CITY,CA
1827,2537,404,24,WED,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,4:45 AM,12/31/1899 06:30:00 AM,2,,,2,,,,2,2,2,3,3,1,4,6,6,6,4,5,5,6,6,2,5,6,5,6,6,4,11,501,63,,,5,5,6,6,5,5,0,,,4,0,,,2,,,,,7,5,5,4,2,,,,10,1,94041,US,4,2,2,2,2,1,1,1,0.2847177143,,105,MOUNTAIN VIEW,CA
1828,2293,437,30,TUE,94,G,3,3,1,1,WOW,REYKJAVIK,162,41,85,6,1,19:00:00,12/31/1899 10:20:00 PM,2,,,5,,,,1,2,2,2,3,1,3,4,6,4,5,5,5,6,6,6,5,6,5,6,6,5,14,31,,,,5,5,6,5,5,5,0,,,4,6,,,2,,,,,1,5,5,5,2,,,,10,1,94709,US,3,3,2,4,2,2,1,1,0.4545549296,,200,BERKELEY,CA
1829,2294,437,30,TUE,94,G,3,3,1,2,WOW,REYKJAVIK,162,41,85,6,1,17:00:00,12/31/1899 10:20:00 PM,3,,,1,,,4,1,1,1,1,3,1,3,6,4,4,4,4,4,3,4,4,4,6,6,6,6,4,0,,,,,5,6,5,5,5,5,0,,,5,1,,,2,,,,,18,1,5,5,2,,,,8,2,95521,US,10,2,2,1,2,2,1,1,0.4545549296,,320,ARCATA,CA
1830,2295,437,30,TUE,94,G,3,3,1,2,WOW,REYKJAVIK,162,41,85,6,1,8:30 PM,12/31/1899 10:20:00 PM,2,,,2,,,,1,2,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,,,,,0,0,0,0,0,0,0,,,4,0,,,2,,,,,7,5,5,5,2,,,,9,1,94024,US,4,2,2,4,2,1,2,1,0.4545549296,,110,LOS ALTOS,CA
1831,2296,437,30,TUE,94,G,3,3,1,2,WOW,REYKJAVIK,162,41,85,6,1,17:00:00,12/31/1899 10:20:00 PM,3,,,2,,,,1,1,1,1,2,1,2,4,4,4,4,4,4,4,4,5,5,4,4,6,6,4,25,,,,,4,4,4,4,4,4,0,,,5,0,,,2,,,,,5,0,3,4,1,44,,,10,3,93626,US,10,3,1,1,2,2,4,1,0.4545549296,,320,O'NEALS,CA
1832,2297,437,30,TUE,94,G,3,3,1,2,WOW,REYKJAVIK,162,41,85,6,1,19:00:00,12/31/1899 10:20:00 PM,3,,,5,,,,1,1,2,1,1,2,0,3,4,4,4,5,5,5,5,5,6,6,6,6,6,4,18,19,,,,5,6,6,4,5,5,0,,,5,3,,,2,,,,,5,3,5,5,2,,,,8,3,,FRANCE,15,2,1,0,2,2,2,1,0.4545549296,,200,PARIS,
1833,2538,404,24,WED,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,5:00:00,12/31/1899 06:30:00 AM,2,,,5,,,,2,2,1,2,6,1,4,5,5,4,5,5,5,5,5,5,5,5,5,6,6,5,0,,,,,5,6,6,5,5,5,0,,,3,0,,,2,,,,,5,5,5,5,2,,,,10,1,,US,1,3,2,0,2,2,1,1,0.2847177143,,90,SAN FRANCISCO,CA
1834,2539,404,24,WED,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,5:15 AM,12/31/1899 06:30:00 AM,2,,,2,,,,2,2,2,1,3,1,4,3,3,3,4,4,5,4,4,5,6,6,5,6,3,4,0,,,,,5,5,4,4,5,4,0,,,5,0,,,1,5,1,,,7,5,5,5,2,,,,10,3,,CANADA,13,7,4,3,2,2,2,1,0.2847177143,,75,VANCOVER,BC
1835,2540,404,24,WED,92,G,1,3,1,1,AIR CANADA,VANCOUVER,561,3,68,4,2,5:00:00,12/31/1899 06:30:00 AM,1,,,5,,,,2,2,1,2,1,1,4,4,4,3,5,5,5,6,6,6,5,4,6,4,6,4,102,,,,,5,6,6,3,5,4,0,,,4,4,,,2,,,,,2,3,5,5,2,,,,10,1,94526,US,5,4,2,0,2,2,1,1,0.2847177143,,90,DANVILLE,CA
1836,2541,404,24,WED,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,23:00:00,12/31/1899 06:30:00 AM,2,,,2,,,,1,2,2,2,3,1,4,3,3,3,3,3,3,3,3,1,0,0,0,0,0,3,0,,,,,4,4,3,3,4,4,0,,,4,0,,,1,0,0,,,19,3,0,3,2,,,,8,2,,US,10,7,2,0,2,2,2,1,0.2847177143,,450,ROSEVILLE,CA
1837,2298,437,30,TUE,94,G,3,3,1,2,WOW,REYKJAVIK,162,41,85,6,1,7:20 PM,12/31/1899 10:20:00 PM,2,,,2,,,,2,2,1,2,3,1,4,4,1,3,4,4,3,4,6,4,4,6,6,6,6,4,110,,,,,3,6,1,1,3,4,0,,,3,4,,,2,,,,,7,2,4,4,1,12,,,8,1,95050,US,4,3,2,4,2,1,2,1,0.4545549296,,180,SANTA CLARA,CA
1838,2542,404,24,WED,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,3:20 AM,12/31/1899 06:30:00 AM,3,,,5,,,,1,2,2,1,3,1,1,4,6,6,6,6,5,5,5,5,6,6,6,6,6,Blank,20,,,,,5,4,6,6,6,6,0,,,4,0,,,3,,,,,6,5,5,4,2,,,,8,3,,CHINA,16,2,1,3,2,2,2,1,0.2847177143,,190,,
1841,2312,438,30,TUE,9,A,3,3,1,1,PHILIPPINE AIR,MANILA,105,23,35,8,2,19:00:00,12/31/1899 11:30:00 PM,12,,,2,,,,1,2,2,1,1,1,3,4,3,4,5,4,5,6,6,3,5,5,5,5,6,5,12,60,,,,5,6,6,3,5,4,0,,,4,6,,,2,,,,,13,4,5,5,2,,,,10,2,95210,US,10,2,1,1,2,2,2,1,0.723115625,,270,STOCKTON,CA
1842,2313,438,30,TUE,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,19:00:00,12/31/1899 11:30:00 PM,1,2,3,9,,,,1,1,1,1,2,1,4,4,4,5,4,0,3,6,6,4,4,3,5,2,4,4,0,,,,,4,4,4,5,5,4,0,,,4,0,,,1,4,0,,,13,4,5,3,2,,,,8,2,,US,10,7,1,2,2,2,1,1,0.723115625,,270,SAN JOAQUIN,CA
1843,2314,438,30,TUE,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,16:00:00,12/31/1899 11:30:00 PM,2,3,,7,,,,1,1,2,2,3,1,4,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,,,,,5,5,5,5,4,5,0,,,5,4,,,1,5,0,,,0,5,4,5,2,,,,10,3,93705,US,10,7,2,1,1,2,2,1,0.723115625,,450,FRESNO,CA
1844,2315,438,30,TUE,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,20:00:00,12/31/1899 11:30:00 PM,2,3,,1,,,0,1,2,2,2,2,1,4,4,2,4,5,4,5,5,5,5,4,4,4,4,4,4,0,,,,,5,4,3,2,2,3,0,,,4,0,,,1,4,0,,,1,0,4,4,2,,,,9,1,94501,US,3,4,2,2,1,1,1,1,0.723115625,,210,ALAMEDA,CA
1845,2316,438,30,TUE,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,18:00:00,12/31/1899 11:30:00 PM,3,,,8,,,,1,2,2,1,2,1,3,6,5,5,5,4,4,3,3,4,4,6,4,6,6,5,14,,,,,4,5,4,4,4,4,0,,,4,1,,,0,,,,,0,0,0,0,0,,,,9,3,,PHILIPPINES,16,3,2,0,4,4,4,1,0.723115625,,330,,
1846,2317,438,30,TUE,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,7:30 PM,12/31/1899 11:30:00 PM,2,3,6,2,,,,1,2,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,,,,,4,4,4,4,1,3,0,,,4,6,,,1,4,0,,,8,4,2,4,2,,,,9,1,94590,US,8,2,2,2,2,2,2,1,0.723115625,,240,VALLEJO,CA
1847,2318,438,30,TUE,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,20:00:00,12/31/1899 11:30:00 PM,2,,,2,,,,1,2,2,1,4,1,3,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,1,,,,,4,4,4,4,4,4,1,,,5,2,,,2,,,,,1,4,5,5,2,,,,9,3,,PHILIPPINES,16,4,2,0,1,2,1,1,0.723115625,,210,MAKATI,
1848,2319,438,30,TUE,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,7:45 PM,12/31/1899 11:30:00 PM,3,,,2,,,,1,2,1,1,2,1,3,5,2,3,3,2,4,3,3,3,4,3,6,6,6,4,0,,,,,4,6,6,4,4,4,0,,,4,16,,,3,,,,,5,3,4,3,2,,,,9,2,,US,10,2,1,1,2,2,2,1,0.723115625,,225,LATHROP,CA
1849,2320,438,30,TUE,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,8:30 PM,12/31/1899 11:30:00 PM,2,3,,2,,,,1,0,0,1,4,1,4,5,5,5,5,5,5,5,5,5,5,5,5,0,6,5,0,,,,,5,6,6,5,5,5,0,,,5,1,,,1,5,0,,,5,5,5,0,2,,,,8,2,95823,US,10,7,4,0,2,2,4,1,0.723115625,,180,SACRAMENTO,CA
1850,2321,438,30,TUE,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,3:40 PM,12/31/1899 11:30:00 PM,13,,,3,,,,1,0,0,1,2,1,2,3,3,4,4,5,4,4,0,4,4,5,4,3,3,4,13,,,,,3,3,3,3,0,4,0,,,4,6,,,1,5,1,,,11,3,3,4,1,61,,,5,3,,PHILIPPINES,16,7,1,0,3,2,4,1,0.723115625,,470,,
1851,2322,438,30,TUE,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,21:00:00,12/31/1899 11:30:00 PM,2,,,3,,,,1,2,2,1,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,54,,,,,5,5,5,5,5,5,0,,,5,2,,,1,5,1,,,11,5,4,5,2,,,,10,3,,PHILIPPINES,16,3,1,1,3,2,2,1,0.723115625,,150,MALOLOS,
1852,2323,438,30,TUE,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,12:30 PM,12/31/1899 11:30:00 PM,3,,,9,,,,1,1,1,2,1,1,1,5,2,3,5,2,5,3,2,2,3,4,5,4,5,4,0,,,,,4,4,4,4,4,4,0,,,3,4,,,3,,,,,5,3,4,5,2,,,,7,3,78232,US,11,4,1,2,2,1,2,1,0.723115625,,660,SAN ANTONIO,TX
1853,2324,438,30,TUE,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,1:15 PM,12/31/1899 11:30:00 PM,2,,,9,,,,1,1,1,2,1,1,4,5,4,4,4,4,4,4,4,6,4,6,5,6,4,4,14,,,,,3,5,4,4,2,3,0,,,4,0,,,1,3,0,,,5,4,5,4,2,,,,5,3,78232,US,11,7,1,2,2,2,4,1,0.723115625,,615,SAN ANTONIO,TX
1854,2325,438,30,TUE,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,5:20 PM,12/31/1899 11:30:00 PM,3,,,6,,,,1,2,1,1,1,1,1,6,6,0,5,4,4,4,4,3,4,4,4,3,6,4,0,,,,,4,5,0,4,4,4,0,,,5,0,,,1,5,0,,,5,0,5,0,2,,,,9,3,,PHILIPPINES,16,2,1,0,4,2,2,1,0.723115625,,370,BATANGAS,
1855,2326,438,30,TUE,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,21:00:00,12/31/1899 11:30:00 PM,2,,,13,,,,0,0,0,0,3,1,4,5,5,5,5,5,5,5,5,5,4,4,6,6,6,5,75,,,,,5,6,6,5,5,5,0,,,4,0,,,2,,,,,9,5,5,5,2,,,,10,1,95472,US,7,2,2,1,2,2,4,1,0.723115625,,150,SEBASTOPOL,CA
1856,2327,438,30,TUE,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,12:00:00,12/31/1899 11:30:00 PM,2,,,8,,,,2,1,1,2,1,2,1,5,4,4,4,5,5,6,4,6,6,6,5,6,6,5,0,,,,,2,5,6,5,4,5,6,,,4,0,,,2,,,,,0,5,4,3,1,32,,,8,3,74604,US,11,4,1,3,2,2,2,1,0.723115625,,690,PONCA CITY,OK
1857,2328,438,30,TUE,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,17:00:00,12/31/1899 11:30:00 PM,2,,,5,,,,1,2,1,1,1,1,2,5,3,3,4,4,4,4,4,5,6,6,6,6,6,4,14,103,22,33,,4,6,6,4,4,4,0,,,4,0,,,2,,,,,5,5,5,5,2,,,,10,3,,PHILIPPINES,16,3,2,1,2,2,2,1,0.723115625,,390,ANTIPOLO,
1858,2329,438,30,TUE,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,8:45 PM,12/31/1899 11:30:00 PM,3,,,2,,,,1,2,2,1,3,1,4,4,4,4,5,4,4,3,3,2,4,5,5,6,6,4,11,14,,,,5,5,5,5,5,5,0,,,5,0,,,1,1,3,,,5,5,5,5,2,,,,10,1,94102,US,1,7,1,2,2,2,2,1,0.723115625,,165,SAN FRANCISCO,CA
1859,2330,438,30,TUE,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,19:00:00,12/31/1899 11:30:00 PM,3,,,1,,,1,1,2,1,1,2,1,3,5,3,3,3,4,3,4,4,5,4,4,4,6,4,4,0,,,,,4,6,4,4,4,4,0,,,4,0,,,1,5,0,,,5,5,4,5,2,,,,9,2,95835,US,10,5,2,3,1,2,2,1,0.723115625,,270,SACRAMENTO,CA
